time,EEG Fp1-REF,EEG Fp2-REF,EEG F3-REF,EEG F4-REF,EEG C3-REF,EEG C4-REF,EEG P3-REF,EEG P4-REF,EEG O1-REF,EEG O2-REF,EEG F7-REF,EEG F8-REF,EEG T3-REF,EEG T4-REF,EEG T5-REF,EEG T6-REF,EEG Fz-REF,EEG Cz-REF,EEG Pz-REF,ECG EKG-REF,Resp Effort-REF
969,0.4612633136995624,2.4449043397318513,0.30867554246630946,0.30867554246630946,-2.132728797265738,2.7500798821983556,3.97078205206438,2.7500798821983556,3.6656065095978745,-0.1490877712334494,-1.2172021698662199,0.7664388561660683,-0.4542633136999553,-2.5904921109654966,0.7664388561660683,1.0716143986325743,1.987141026032092,0.30867554246630946,4.275957594530887,17.245918149357387,-105.89241323587777
973,0.0034999999998035487,1.3767899410990798,0.9190266273993212,0.15608777123305648,-1.5223777123327258,3.8181942808311273,4.275957594530887,2.292316568498598,4.275957594530887,0.30867554246630946,-1.0646143986329673,1.3767899410990798,-0.9120266273997142,0.7664388561660683,0.30867554246630946,1.0716143986325743,2.7500798821983556,0.15608777123305648,4.428545365764139,11.600170613727029,-105.58723769341124
977,-0.7594388561664611,0.30867554246630946,1.3767899410990798,-0.6068510849332083,-1.0646143986329673,3.3604309671313684,3.6656065095978745,1.987141026032092,3.8181942808311273,0.4612633136995624,-0.7594388561664611,0.6138510849328154,-1.0646143986329673,1.529377712332333,0.0034999999998035487,1.2242021698658272,2.9026676534316094,0.0034999999998035487,4.5811331369973916,10.226880672627749,-105.73982546464448
980,-0.3016755424667024,0.30867554246630946,0.9190266273993212,-1.2172021698662199,-0.9120266273997142,2.1397287972653447,2.9026676534316094,1.6819654835655862,3.2078431958981155,-0.4542633136999553,-1.0646143986329673,-0.4542633136999553,-0.9120266273997142,-0.3016755424667024,0.0034999999998035487,1.529377712332333,1.987141026032092,-0.1490877712334494,4.5811331369973916,10.989819528794014,-105.89241323587777
984,0.6138510849328154,1.529377712332333,0.30867554246630946,-1.2172021698662199,-1.369789941099473,1.3767899410990798,2.9026676534316094,1.529377712332333,2.7500798821983556,-1.369789941099473,-1.2172021698662199,0.15608777123305648,-0.4542633136999553,-1.2172021698662199,0.15608777123305648,1.2242021698658272,1.6819654835655862,-0.1490877712334494,3.8181942808311273,8.548415189061968,-105.89241323587777
988,0.4612633136995624,2.7500798821983556,0.0034999999998035487,-0.7594388561664611,-1.827553254799232,1.529377712332333,3.6656065095978745,1.529377712332333,2.597492110965104,-1.369789941099473,-0.9120266273997142,1.0716143986325743,0.0034999999998035487,-1.0646143986329673,0.4612633136995624,0.4612633136995624,2.1397287972653447,-0.1490877712334494,3.5130187383646216,3.5130187383646216,-105.43464992217794
992,-0.6068510849332083,2.1397287972653447,0.15608777123305648,-0.3016755424667024,-1.674965483565979,2.4449043397318513,3.97078205206438,1.529377712332333,3.2078431958981155,-0.6068510849332083,-0.6068510849332083,1.2242021698658272,0.4612633136995624,-0.6068510849332083,1.0716143986325743,0.30867554246630946,2.9026676534316094,-0.3016755424667024,4.275957594530887,0.4612633136995624,-105.12947437971148
996,-0.7594388561664611,0.9190266273993212,1.0716143986325743,-0.4542633136999553,-0.7594388561664611,2.9026676534316094,3.6656065095978745,1.834553254798839,3.8181942808311273,-0.4542633136999553,-0.3016755424667024,0.9190266273993212,0.9190266273993212,-0.3016755424667024,1.3767899410990798,1.3767899410990798,3.2078431958981155,-0.4542633136999553,5.038896450697152,0.0034999999998035487,-104.97688660847822
1000,0.6138510849328154,1.529377712332333,1.6819654835655862,-0.9120266273997142,-0.3016755424667024,2.4449043397318513,3.6656065095978745,2.1397287972653447,3.0552554246648627,-1.0646143986329673,-0.7594388561664611,0.4612633136995624,0.9190266273993212,-0.3016755424667024,1.3767899410990798,2.1397287972653447,3.0552554246648627,-0.1490877712334494,5.038896450697152,-1.369789941099473,-104.97688660847822
1004,1.3767899410990798,3.6656065095978745,1.529377712332333,-0.4542633136999553,-0.6068510849332083,2.292316568498598,4.428545365764139,2.597492110965104,2.292316568498598,-1.674965483565979,-1.2172021698662199,0.7664388561660683,0.6138510849328154,-0.7594388561664611,1.529377712332333,1.834553254798839,2.9026676534316094,0.30867554246630946,4.7337209082306435,-5.642247535630556,-105.12947437971148
1008,0.4612633136995624,4.7337209082306435,1.834553254798839,0.9190266273993212,-0.9120266273997142,2.9026676534316094,5.3440719931636576,3.0552554246648627,3.0552554246648627,-1.369789941099473,-0.4542633136999553,1.529377712332333,0.7664388561660683,-0.7594388561664611,2.1397287972653447,1.3767899410990798,3.5130187383646216,0.4612633136995624,5.038896450697152,-10.219880672628143,-104.97688660847822
1012,0.30867554246630946,3.5130187383646216,2.597492110965104,1.3767899410990798,-0.9120266273997142,3.5130187383646216,5.3440719931636576,2.7500798821983556,4.275957594530887,-0.6068510849332083,-0.1490877712334494,1.834553254798839,1.2242021698658272,0.0034999999998035487,2.1397287972653447,1.529377712332333,3.97078205206438,0.0034999999998035487,5.3440719931636576,-12.813872783593444,-104.51912329477848
1016,1.6819654835655862,1.6819654835655862,2.4449043397318513,0.4612633136995624,-0.9120266273997142,3.3604309671313684,4.7337209082306435,2.1397287972653447,4.275957594530887,-0.6068510849332083,-0.6068510849332083,1.3767899410990798,0.9190266273993212,0.30867554246630946,1.2242021698658272,2.1397287972653447,3.3604309671313684,-0.4542633136999553,5.191484221930403,-13.271636097293205,-104.21394775231195
1020,2.292316568498598,1.529377712332333,1.3767899410990798,-0.7594388561664611,-1.2172021698662199,2.7500798821983556,3.97078205206438,2.292316568498598,3.3604309671313684,-1.2172021698662199,-0.4542633136999553,0.4612633136995624,0.4612633136995624,-0.3016755424667024,0.6138510849328154,2.9026676534316094,2.9026676534316094,-0.3016755424667024,4.7337209082306435,-13.424223868526454,-104.06135998107872
1023,2.4449043397318513,3.3604309671313684,1.3767899410990798,-0.6068510849332083,-0.9120266273997142,1.987141026032092,4.275957594530887,2.7500798821983556,2.4449043397318513,-1.0646143986329673,0.15608777123305648,0.4612633136995624,0.30867554246630946,-1.2172021698662199,1.0716143986325743,2.9026676534316094,2.9026676534316094,0.0034999999998035487,3.3604309671313684,-15.560452665791994,-104.06135998107872
1027,3.0552554246648627,4.428545365764139,1.529377712332333,0.4612633136995624,-0.6068510849332083,2.1397287972653447,4.5811331369973916,2.597492110965104,2.4449043397318513,-0.7594388561664611,0.4612633136995624,0.9190266273993212,-0.1490877712334494,-1.5223777123327258,1.529377712332333,2.4449043397318513,2.9026676534316094,0.4612633136995624,2.4449043397318513,-18.001857005524048,-103.90877220984548
1031,2.4449043397318513,3.2078431958981155,1.6819654835655862,0.9190266273993212,-0.7594388561664611,3.0552554246648627,4.428545365764139,1.834553254798839,2.7500798821983556,-0.9120266273997142,0.15608777123305648,1.0716143986325743,-1.369789941099473,-3.2008431958985084,0.9190266273993212,1.529377712332333,3.0552554246648627,0.0034999999998035487,3.0552554246648627,-19.83291026032308,-103.60359666737897
1035,0.7664388561660683,1.834553254798839,2.1397287972653447,-0.1490877712334494,-1.2172021698662199,3.5130187383646216,4.123369823297634,1.834553254798839,2.9026676534316094,-1.0646143986329673,0.0034999999998035487,0.7664388561660683,-1.9801410260324848,-6.710361934263327,0.30867554246630946,1.834553254798839,3.0552554246648627,-0.3016755424667024,3.6656065095978745,-21.20620020142236,-103.60359666737897
1039,1.3767899410990798,2.292316568498598,2.1397287972653447,-1.2172021698662199,-1.369789941099473,2.7500798821983556,4.123369823297634,1.834553254798839,2.7500798821983556,-1.0646143986329673,0.0034999999998035487,0.4612633136995624,-0.9120266273997142,-7.320713019196337,0.4612633136995624,3.0552554246648627,2.597492110965104,-0.4542633136999553,3.2078431958981155,-22.121726828821874,-103.45100889614568
1043,3.5130187383646216,3.8181942808311273,1.987141026032092,-0.9120266273997142,-1.2172021698662199,2.4449043397318513,4.428545365764139,1.834553254798839,2.4449043397318513,-1.369789941099473,0.15608777123305648,0.7664388561660683,1.0716143986325743,-2.285316568498991,1.0716143986325743,3.3604309671313684,2.292316568498598,-0.4542633136999553,3.0552554246648627,-23.189841227454647,-103.45100889614568
1047,3.97078205206438,4.5811331369973916,1.834553254798839,-0.1490877712334494,-0.9120266273997142,2.9026676534316094,5.038896450697152,2.4449043397318513,2.597492110965104,-1.5223777123327258,0.6138510849328154,1.0716143986325743,1.834553254798839,1.834553254798839,1.529377712332333,2.9026676534316094,2.4449043397318513,-0.4542633136999553,3.6656065095978745,-25.78383333841995,-103.29842112491244
1051,2.4449043397318513,3.5130187383646216,1.834553254798839,0.4612633136995624,-1.0646143986329673,3.2078431958981155,5.191484221930403,2.4449043397318513,3.0552554246648627,-1.2172021698662199,0.9190266273993212,0.7664388561660683,1.0716143986325743,0.7664388561660683,1.3767899410990798,2.4449043397318513,2.9026676534316094,-0.4542633136999553,3.5130187383646216,-28.377825449385238,-102.8406578112127
1055,1.2242021698658272,1.834553254798839,1.834553254798839,-0.3016755424667024,-1.5223777123327258,2.9026676534316094,4.275957594530887,1.6819654835655862,2.9026676534316094,-1.5223777123327258,0.0034999999998035487,0.30867554246630946,0.4612633136995624,-0.9120266273997142,0.7664388561660683,2.597492110965104,2.4449043397318513,-0.4542633136999553,3.3604309671313684,-29.14076430555151,-102.38289449751294
1059,1.6819654835655862,1.529377712332333,1.834553254798839,-1.0646143986329673,-1.674965483565979,2.1397287972653447,3.3604309671313684,1.0716143986325743,2.1397287972653447,-2.132728797265738,-0.4542633136999553,0.15608777123305648,0.15608777123305648,0.0034999999998035487,0.15608777123305648,3.0552554246648627,1.834553254798839,0.0034999999998035487,3.5130187383646216,-30.05629093295103,-102.23030672627968
1062,3.0552554246648627,3.0552554246648627,2.1397287972653447,-0.7594388561664611,-1.827553254799232,1.987141026032092,3.5130187383646216,1.6819654835655862,1.529377712332333,-2.743079882198749,0.4612633136995624,0.30867554246630946,0.30867554246630946,0.9190266273993212,0.15608777123305648,3.0552554246648627,2.1397287972653447,0.15608777123305648,3.3604309671313684,-31.429580874050302,-102.53548226874615
1066,3.8181942808311273,4.7337209082306435,2.292316568498598,0.0034999999998035487,-1.827553254799232,2.4449043397318513,4.275957594530887,1.987141026032092,1.2242021698658272,-3.2008431958985084,1.529377712332333,0.9190266273993212,0.7664388561660683,0.4612633136995624,0.4612633136995624,2.597492110965104,2.597492110965104,0.0034999999998035487,2.9026676534316094,-32.345107501449824,-102.53548226874615
1070,3.0552554246648627,4.275957594530887,2.1397287972653447,0.15608777123305648,-1.369789941099473,2.7500798821983556,4.7337209082306435,1.529377712332333,1.6819654835655862,-3.2008431958985084,1.529377712332333,1.529377712332333,0.9190266273993212,0.0034999999998035487,0.6138510849328154,1.987141026032092,2.4449043397318513,0.0034999999998035487,3.2078431958981155,-32.039931958983324,-102.38289449751294
1074,1.6819654835655862,2.597492110965104,2.1397287972653447,-0.1490877712334494,-0.6068510849332083,3.0552554246648627,4.275957594530887,1.3767899410990798,2.1397287972653447,-2.8956676534320023,0.6138510849328154,1.0716143986325743,0.4612633136995624,-0.1490877712334494,0.30867554246630946,2.292316568498598,1.834553254798839,0.0034999999998035487,4.123369823297634,-29.751115390484518,-101.92513118381315
1078,1.3767899410990798,2.597492110965104,2.4449043397318513,-0.4542633136999553,-0.3016755424667024,2.9026676534316094,3.6656065095978745,1.834553254798839,1.6819654835655862,-3.048255424665256,0.15608777123305648,0.4612633136995624,0.0034999999998035487,-0.4542633136999553,0.0034999999998035487,3.2078431958981155,1.529377712332333,0.15608777123305648,4.7337209082306435,-25.478657795953442,-101.61995564134666
1082,2.1397287972653447,3.97078205206438,2.597492110965104,-0.9120266273997142,-0.6068510849332083,2.4449043397318513,3.5130187383646216,1.6819654835655862,0.9190266273993212,-3.5060187383650145,0.6138510849328154,0.4612633136995624,-0.7594388561664611,-1.0646143986329673,-0.3016755424667024,3.5130187383646216,1.3767899410990798,0.15608777123305648,4.5811331369973916,-21.35878797265561,-101.61995564134666
1086,2.597492110965104,4.5811331369973916,2.4449043397318513,-0.6068510849332083,-0.9120266273997142,1.987141026032092,3.5130187383646216,1.3767899410990798,0.15608777123305648,-4.116369823298026,1.0716143986325743,0.7664388561660683,-1.369789941099473,-1.674965483565979,-0.4542633136999553,2.4449043397318513,1.3767899410990798,0.0034999999998035487,3.5130187383646216,-18.917383632923567,-101.77254341257992
1090,1.6819654835655862,3.8181942808311273,1.987141026032092,0.0034999999998035487,-1.2172021698662199,2.597492110965104,3.6656065095978745,1.3767899410990798,0.30867554246630946,-4.4215453657645325,0.7664388561660683,1.2242021698658272,-1.5223777123327258,-1.5223777123327258,-0.4542633136999553,1.6819654835655862,1.3767899410990798,-0.6068510849332083,2.597492110965104,-16.17080375072501,-101.31478009888016
1094,0.6138510849328154,2.4449043397318513,1.2242021698658272,0.0034999999998035487,-1.674965483565979,3.3604309671313684,3.5130187383646216,1.6819654835655862,0.9190266273993212,-4.4215453657645325,0.4612633136995624,1.0716143986325743,-1.0646143986329673,-0.7594388561664611,-0.1490877712334494,1.834553254798839,1.2242021698658272,-0.6068510849332083,2.9026676534316094,-11.898346156193927,-101.00960455641363
1098,1.834553254798839,1.834553254798839,1.0716143986325743,-0.6068510849332083,-1.369789941099473,2.9026676534316094,2.9026676534316094,1.6819654835655862,1.0716143986325743,-4.726720908231037,0.30867554246630946,0.4612633136995624,-0.4542633136999553,-0.7594388561664611,-0.3016755424667024,2.597492110965104,1.2242021698658272,-0.1490877712334494,3.5130187383646216,-8.388827417829111,-100.85701678518039
1102,3.5130187383646216,2.4449043397318513,1.3767899410990798,-0.9120266273997142,-1.2172021698662199,2.292316568498598,2.7500798821983556,1.6819654835655862,0.15608777123305648,-5.031896450697544,0.15608777123305648,0.6138510849328154,-0.3016755424667024,-1.674965483565979,-0.6068510849332083,2.7500798821983556,1.2242021698658272,0.0034999999998035487,2.9026676534316094,-8.541415189062361,-100.85701678518039
1105,3.8181942808311273,3.5130187383646216,1.3767899410990798,0.15608777123305648,-1.5223777123327258,2.7500798821983556,3.0552554246648627,1.529377712332333,-0.4542633136999553,-5.33707199316405,0.0034999999998035487,1.2242021698658272,-0.6068510849332083,-2.5904921109654966,-0.6068510849332083,1.834553254798839,1.2242021698658272,-0.1490877712334494,2.292316568498598,-11.135407300027662,-101.00960455641363
1109,3.0552554246648627,3.6656065095978745,1.3767899410990798,1.2242021698658272,-1.2172021698662199,3.6656065095978745,3.5130187383646216,1.529377712332333,0.15608777123305648,-5.031896450697544,0.15608777123305648,1.529377712332333,-0.9120266273997142,-2.8956676534320023,-0.4542633136999553,0.9190266273993212,1.2242021698658272,-0.3016755424667024,2.292316568498598,-13.57681163975971,-100.70442901394716
1113,2.1397287972653447,2.1397287972653447,1.3767899410990798,1.0716143986325743,-0.6068510849332083,3.5130187383646216,3.3604309671313684,1.3767899410990798,0.7664388561660683,-4.726720908231037,0.0034999999998035487,1.3767899410990798,-1.2172021698662199,-2.5904921109654966,-0.9120266273997142,0.6138510849328154,1.2242021698658272,-0.4542633136999553,2.7500798821983556,-15.102689352092238,-100.24666570024738
1117,1.3767899410990798,1.0716143986325743,1.0716143986325743,-0.3016755424667024,-0.9120266273997142,2.4449043397318513,2.597492110965104,0.7664388561660683,-0.1490877712334494,-5.642247535630556,-0.6068510849332083,0.4612633136995624,-2.5904921109654966,-2.132728797265738,-1.827553254799232,1.2242021698658272,0.7664388561660683,-0.6068510849332083,2.7500798821983556,-14.950101580858984,-100.09407792901413
1121,1.529377712332333,2.1397287972653447,1.2242021698658272,-0.9120266273997142,-1.369789941099473,1.834553254798839,2.597492110965104,0.7664388561660683,-1.5223777123327258,-6.557774163030072,-0.6068510849332083,0.15608777123305648,-2.8956676534320023,-3.6586065095982674,-2.132728797265738,1.529377712332333,0.7664388561660683,-0.1490877712334494,2.597492110965104,-15.560452665791994,-100.24666570024738
1125,2.7500798821983556,3.8181942808311273,1.529377712332333,-0.1490877712334494,-1.369789941099473,2.1397287972653447,3.2078431958981155,1.2242021698658272,-1.369789941099473,-6.710361934263327,0.15608777123305648,0.7664388561660683,-0.7594388561664611,-5.33707199316405,-1.2172021698662199,1.2242021698658272,1.2242021698658272,0.15608777123305648,2.292316568498598,-18.1544447767573,-100.55184124271388
1129,2.9026676534316094,3.8181942808311273,1.2242021698658272,0.6138510849328154,-1.674965483565979,2.7500798821983556,2.9026676534316094,1.3767899410990798,-0.4542633136999553,-6.710361934263327,0.30867554246630946,1.2242021698658272,0.9190266273993212,-2.743079882198749,-0.3016755424667024,0.30867554246630946,1.529377712332333,0.0034999999998035487,2.4449043397318513,-21.20620020142236,-100.39925347148063
1133,1.2242021698658272,1.834553254798839,1.0716143986325743,0.30867554246630946,-2.5904921109654966,3.2078431958981155,2.292316568498598,0.9190266273993212,-0.1490877712334494,-6.557774163030072,-0.4542633136999553,1.0716143986325743,0.0034999999998035487,0.30867554246630946,-0.7594388561664611,0.0034999999998035487,1.0716143986325743,-0.3016755424667024,3.2078431958981155,-23.037253456221393,-99.94149015778088
1137,-0.3016755424667024,0.15608777123305648,0.9190266273993212,-0.6068510849332083,-3.048255424665256,2.597492110965104,1.529377712332333,0.30867554246630946,-1.0646143986329673,-6.40518639179682,-1.0646143986329673,0.30867554246630946,-1.674965483565979,-0.9120266273997142,-1.827553254799232,0.6138510849328154,0.30867554246630946,-0.1490877712334494,3.8181942808311273,-23.189841227454647,-99.63631461531438
1141,-0.4542633136999553,0.4612633136995624,1.0716143986325743,-1.0646143986329673,-3.2008431958985084,1.529377712332333,1.3767899410990798,0.15608777123305648,-2.132728797265738,-6.710361934263327,-1.2172021698662199,-0.3016755424667024,-1.674965483565979,-2.8956676534320023,-2.437904339732244,0.9190266273993212,0.0034999999998035487,0.0034999999998035487,2.7500798821983556,-22.42690237128838,-99.78890238654765
1145,0.6138510849328154,1.834553254798839,0.9190266273993212,-0.6068510849332083,-2.5904921109654966,1.2242021698658272,1.3767899410990798,0.30867554246630946,-2.285316568498991,-7.473300790429591,-0.9120266273997142,0.0034999999998035487,-0.7594388561664611,-2.437904339732244,-2.132728797265738,0.7664388561660683,0.6138510849328154,0.0034999999998035487,1.3767899410990798,-21.511375743888866,-99.94149015778088
1148,1.0716143986325743,2.292316568498598,0.7664388561660683,0.15608777123305648,-1.9801410260324848,2.1397287972653447,1.834553254798839,0.7664388561660683,-1.5223777123327258,-7.625888561662843,-0.6068510849332083,0.7664388561660683,-0.4542633136999553,-1.827553254799232,-1.674965483565979,0.30867554246630946,1.0716143986325743,-0.1490877712334494,0.7664388561660683,-20.29067357402284,-99.78890238654765
1152,0.30867554246630946,1.0716143986325743,0.9190266273993212,0.4612633136995624,-1.9801410260324848,3.2078431958981155,2.1397287972653447,0.6138510849328154,-0.7594388561664611,-6.710361934263327,-0.9120266273997142,0.9190266273993212,-0.4542633136999553,-1.674965483565979,-1.5223777123327258,0.15608777123305648,1.529377712332333,-0.1490877712334494,1.0716143986325743,-18.307032547990552,-99.33113907284788
1156,-0.9120266273997142,0.0034999999998035487,1.3767899410990798,-0.3016755424667024,-2.437904339732244,3.2078431958981155,1.6819654835655862,0.0034999999998035487,-1.0646143986329673,-6.557774163030072,-1.827553254799232,0.15608777123305648,-0.9120266273997142,-1.369789941099473,-1.9801410260324848,0.4612633136995624,1.0716143986325743,-0.3016755424667024,1.0716143986325743,-14.950101580858984,-99.33113907284788
1160,-1.674965483565979,0.15608777123305648,1.3767899410990798,-1.2172021698662199,-2.132728797265738,1.834553254798839,0.4612633136995624,-0.3016755424667024,-2.285316568498991,-7.473300790429591,-2.437904339732244,-0.7594388561664611,-1.827553254799232,-1.827553254799232,-2.8956676534320023,0.9190266273993212,0.30867554246630946,-0.1490877712334494,0.7664388561660683,-11.135407300027662,-99.33113907284788
1164,-1.827553254799232,1.529377712332333,1.529377712332333,-0.9120266273997142,-1.674965483565979,1.0716143986325743,0.15608777123305648,0.15608777123305648,-2.8956676534320023,-8.236239646595855,-2.132728797265738,-0.6068510849332083,-2.132728797265738,-2.5904921109654966,-3.048255424665256,1.0716143986325743,0.4612633136995624,0.0034999999998035487,0.7664388561660683,-7.931064104129349,-99.02596353038136
1168,-2.132728797265738,2.292316568498598,1.3767899410990798,0.15608777123305648,-1.827553254799232,1.834553254798839,1.2242021698658272,0.4612633136995624,-2.285316568498991,-8.083651875362602,-1.369789941099473,0.0034999999998035487,-1.674965483565979,-2.132728797265738,-2.132728797265738,0.4612633136995624,1.3767899410990798,0.0034999999998035487,0.9190266273993212,-5.4896597643973015,-98.56820021668159
1172,-2.5904921109654966,0.7664388561660683,0.6138510849328154,0.15608777123305648,-2.5904921109654966,2.7500798821983556,1.834553254798839,0.15608777123305648,-1.369789941099473,-8.083651875362602,-1.2172021698662199,0.30867554246630946,-1.5223777123327258,-1.674965483565979,-1.827553254799232,-0.1490877712334494,1.6819654835655862,-0.1490877712334494,1.6819654835655862,-2.285316568498991,-98.26302467421507
1176,-2.285316568498991,-0.9120266273997142,0.0034999999998035487,-0.9120266273997142,-2.743079882198749,2.1397287972653447,0.9190266273993212,-0.1490877712334494,-1.369789941099473,-8.083651875362602,-1.9801410260324848,-0.3016755424667024,-2.285316568498991,-3.3534309671317617,-2.5904921109654966,0.15608777123305648,0.9190266273993212,-0.1490877712334494,2.9026676534316094,2.597492110965104,-98.11043690298183
1180,-1.674965483565979,-0.6068510849332083,-0.1490877712334494,-1.5223777123327258,-2.285316568498991,1.529377712332333,0.0034999999998035487,0.15608777123305648,-1.9801410260324848,-8.083651875362602,-2.437904339732244,-0.7594388561664611,-2.5904921109654966,-5.642247535630556,-2.743079882198749,0.9190266273993212,0.4612633136995624,0.0034999999998035487,3.2078431958981155,7.327713019195945,-98.26302467421507
1184,-0.6068510849332083,1.3767899410990798,0.0034999999998035487,-0.7594388561664611,-1.674965483565979,1.987141026032092,0.4612633136995624,0.6138510849328154,-2.8956676534320023,-8.541415189062361,-1.827553254799232,-0.4542633136999553,-2.132728797265738,-4.4215453657645325,-2.285316568498991,1.0716143986325743,1.0716143986325743,0.15608777123305648,2.597492110965104,10.532056215094258,-98.41561244544836
1188,0.4612633136995624,2.1397287972653447,0.15608777123305648,0.6138510849328154,-1.674965483565979,2.4449043397318513,1.2242021698658272,0.9190266273993212,-2.8956676534320023,-8.999178502762119,-0.9120266273997142,0.4612633136995624,-1.674965483565979,-0.9120266273997142,-2.132728797265738,0.6138510849328154,1.3767899410990798,0.0034999999998035487,1.529377712332333,12.668285012359801,-98.11043690298183
1191,-0.1490877712334494,0.9190266273993212,0.4612633136995624,0.9190266273993212,-1.9801410260324848,2.597492110965104,1.2242021698658272,0.9190266273993212,-2.132728797265738,-8.541415189062361,-1.2172021698662199,0.4612633136995624,-1.9801410260324848,0.30867554246630946,-2.132728797265738,0.30867554246630946,1.2242021698658272,-0.3016755424667024,1.529377712332333,13.888987182225824,-97.9578491317486
1195,-1.674965483565979,-0.3016755424667024,0.4612633136995624,0.15608777123305648,-2.285316568498991,2.597492110965104,0.7664388561660683,0.6138510849328154,-1.5223777123327258,-7.625888561662843,-1.9801410260324848,-0.1490877712334494,-3.3534309671317617,-0.4542633136999553,-2.5904921109654966,0.6138510849328154,1.2242021698658272,-0.4542633136999553,2.4449043397318513,14.346750495925582,-97.34749804681559
1199,-2.5904921109654966,-0.3016755424667024,0.4612633136995624,-0.7594388561664611,-2.285316568498991,1.6819654835655862,0.15608777123305648,0.30867554246630946,-1.9801410260324848,-7.625888561662843,-2.5904921109654966,-0.7594388561664611,-4.726720908231037,-1.0646143986329673,-3.3534309671317617,1.0716143986325743,0.9190266273993212,-0.3016755424667024,2.9026676534316094,15.567452665791604,-97.34749804681559
1203,-1.827553254799232,0.9190266273993212,0.4612633136995624,-0.9120266273997142,-2.132728797265738,0.9190266273993212,0.30867554246630946,0.30867554246630946,-2.8956676534320023,-8.236239646595855,-2.437904339732244,-0.9120266273997142,-4.4215453657645325,-2.132728797265738,-3.3534309671317617,0.7664388561660683,0.30867554246630946,0.0034999999998035487,1.6819654835655862,20.908024658955462,-97.19491027558232
1207,-0.4542633136999553,1.987141026032092,0.6138510849328154,0.0034999999998035487,-1.9801410260324848,1.529377712332333,1.0716143986325743,0.6138510849328154,-2.437904339732244,-7.931064104129349,-2.285316568498991,0.0034999999998035487,-1.9801410260324848,-4.4215453657645325,-2.285316568498991,0.7664388561660683,0.7664388561660683,-0.1490877712334494,0.7664388561660683,23.196841227454254,-96.8897347331158
1211,0.0034999999998035487,1.3767899410990798,1.0716143986325743,0.9190266273993212,-1.5223777123327258,3.2078431958981155,1.529377712332333,0.9190266273993212,-1.0646143986329673,-7.1681252479630855,-1.827553254799232,0.6138510849328154,-0.9120266273997142,-5.33707199316405,-1.9801410260324848,1.0716143986325743,1.6819654835655862,-0.1490877712334494,2.1397287972653447,12.973460554826305,-96.8897347331158
1215,-1.5223777123327258,-0.6068510849332083,0.9190266273993212,0.30867554246630946,-1.827553254799232,3.0552554246648627,1.2242021698658272,0.4612633136995624,-0.9120266273997142,-7.015537476729832,-1.9801410260324848,-0.3016755424667024,-2.132728797265738,-2.743079882198749,-2.437904339732244,1.0716143986325743,1.6819654835655862,-0.1490877712334494,3.3604309671313684,-5.33707199316405,-96.8897347331158
1219,-2.5904921109654966,-1.5223777123327258,0.15608777123305648,-1.0646143986329673,-2.437904339732244,1.529377712332333,0.30867554246630946,0.15608777123305648,-2.437904339732244,-7.625888561662843,-2.437904339732244,-1.2172021698662199,-3.2008431958985084,0.0034999999998035487,-2.8956676534320023,0.9190266273993212,0.6138510849328154,0.0034999999998035487,2.292316568498598,-21.511375743888866,-96.43197141941606
1223,-1.9801410260324848,-0.1490877712334494,-0.1490877712334494,-1.5223777123327258,-2.285316568498991,0.9190266273993212,0.15608777123305648,0.4612633136995624,-3.2008431958985084,-8.541415189062361,-2.285316568498991,-1.2172021698662199,-2.132728797265738,-0.4542633136999553,-2.285316568498991,0.9190266273993212,0.30867554246630946,0.0034999999998035487,0.4612633136995624,-29.293352076784764,-96.27938364818279
1227,-1.0646143986329673,1.6819654835655862,0.30867554246630946,-0.3016755424667024,-1.827553254799232,1.529377712332333,0.7664388561660683,0.9190266273993212,-2.437904339732244,-8.694002960295615,-1.5223777123327258,-0.4542633136999553,-1.0646143986329673,-1.2172021698662199,-1.5223777123327258,0.7664388561660683,0.7664388561660683,0.0034999999998035487,0.7664388561660683,-24.715718939787177,-96.73714696188256
1230,-1.827553254799232,1.2242021698658272,0.6138510849328154,0.9190266273993212,-1.827553254799232,2.597492110965104,1.529377712332333,0.9190266273993212,-1.369789941099473,-7.931064104129349,-1.674965483565979,0.0034999999998035487,-0.9120266273997142,0.0034999999998035487,-1.369789941099473,0.4612633136995624,1.0716143986325743,0.0034999999998035487,2.4449043397318513,-14.64492603839248,-96.73714696188256
1234,-3.048255424665256,-0.7594388561664611,0.7664388561660683,0.6138510849328154,-1.674965483565979,3.0552554246648627,1.529377712332333,0.7664388561660683,-0.9120266273997142,-7.778476332896097,-2.132728797265738,-0.1490877712334494,-1.0646143986329673,0.6138510849328154,-1.827553254799232,0.7664388561660683,0.9190266273993212,-0.1490877712334494,3.3604309671313684,-11.593170613727422,-95.9742081057163
1238,-3.048255424665256,-0.6068510849332083,0.7664388561660683,-0.1490877712334494,-1.2172021698662199,2.9026676534316094,0.9190266273993212,1.0716143986325743,-1.2172021698662199,-7.778476332896097,-1.674965483565979,-0.4542633136999553,-1.369789941099473,-0.4542633136999553,-2.132728797265738,1.834553254798839,0.6138510849328154,-0.1490877712334494,3.3604309671313684,-11.745758384960673,-95.6690325632498
